nome;descricao;categoria
IN_AUTISMO;Profissional Escolar com deficiência transtorno do espectro autista ou altas habilidades/superdotação - Transtorno do espectro autista;"0 - Não
1 - Sim
    - Não aplicável para docentes sem deficiência"
IN_SUPERDOTACAO;Profissional Escolar com deficiência transtorno do espectro autista ou altas habilidades/superdotação - Altas Habilidades/Superdotação;"0 - Não
1 - Sim
    - Não aplicável para docentes sem deficiência"
TP_ESCOLARIDADE;Maior nível de Escolaridade concluída;"1 - Não concluiu o ensino fundamental (Fundamental incompleto)
2 - Ensino Fundamental
3 - Ensino Médio
4 - Ensino Superior"
TP_ENSINO_MEDIO;Tipo de ensino médio cursado;"1 - Formação Geral
2 - Modalidade Normal (Magistério)
3 - Curso Técnico
4 - Magistério Indígena Modalidade Normal
9 - Não informado
- Não aplicável para docentes com TP_ESCOLARIDADE igual a 1 ou 2
"
TP_SITUACAO_CURSO_1;Situação do curso superior 1;"1 - Concluído
2 - Em andamento"
CO_AREA_CURSO_1;Código da Área do curso superior 1;Ver Anexo 5 - Cursos de Formação Superior
CO_CURSO_1;Código do curso 1 da escolaridade superior;Ver Anexo 5 - Cursos de Formação Superior
IN_LICENCIATURA_1;Possui Licenciatura no curso 1;"0 - Não
1 - Sim"
IN_COM_PEDAGOGICA_1;Formação/complementação pedagógica do curso 1;"0 - Não
1 - Sim"
NU_ANO_INICIO_1;Ano de início do curso superior 1 em andamento;NA
NU_ANO_CONCLUSAO_1;Ano de conclusão do curso superior 1;NA
TP_TIPO_IES_1;Tipo de instituição do curso superior 1;"1 - Pública
2 - Privada"
CO_IES_1;Código da Instituição do curso 1;Ver Anexo 6 - Tabela de IES
TP_SITUACAO_CURSO_2;Situação do curso superior 2;"1 - Concluído
2 - Em andamento"
CO_AREA_CURSO_2;Código da Área do curso superior 2;Ver Anexo 5 - Cursos de Formação Superior
CO_CURSO_2;Código do curso 2 da escolaridade superior;Ver Anexo 5 - Cursos de Formação Superior
IN_LICENCIATURA_2;Possui Licenciatura no curso superior 2;"0 - Não
1 - Sim"
IN_COM_PEDAGOGICA_2;Formação/complementação pedagógica do curso superior 2;"0 - Não
1 - Sim"
NU_ANO_INICIO_2;Ano de início do curso superior 2 em andamento;NA
NU_ANO_CONCLUSAO_2;Ano de conclusão do curso superior 2;NA
TP_TIPO_IES_2;Tipo de instituição do curso superior 2;"1 - Pública
2 - Privada"
CO_IES_2;Código da Instituição do curso superior 2;Ver Anexo 6 - Tabela de IES
TP_SITUACAO_CURSO_3;Situação do curso superior 3;"1 - Concluído
2 - Em andamento"
CO_AREA_CURSO_3;Código da Área do curso superior 3;Ver Anexo 5 - Cursos de Formação Superior
CO_CURSO_3;Código do curso 3 da escolaridade superior;Ver Anexo 5 - Cursos de Formação Superior
IN_LICENCIATURA_3;Possui Licenciatura no curso superior 3;"0 - Não
1 - Sim"
IN_COM_PEDAGOGICA_3;Formação/complementação pedagógica do curso superior 3;"0 - Não
1 - Sim"
NU_ANO_INICIO_3;Ano de início do curso superior 3 em andamento;NA
NU_ANO_CONCLUSAO_3;Ano de conclusão do curso superior 3;NA
TP_TIPO_IES_3;Tipo de instituição do curso superior 3;"1 - Pública
2 - Privada"
CO_IES_3;Código da Instituição do curso superior 3;Ver Anexo 6 - Tabela de IES
IN_COMPLEMENTACAO_PEDAGOGICA;Alguma formação/complementação pedagógica;"0 - Não
1 - Sim"
CO_AREA_COMPL_PEDAGOGICA_1;Formação/complementação pedagógica - Área de conhecimento/Componentes curriculares;Ver Anexo 8 - Área de conhecimento/Componentes curriculares
CO_AREA_COMPL_PEDAGOGICA_2;Formação/complementação pedagógica - Área de conhecimento/Componentes curriculares;Ver Anexo 8 - Área de conhecimento/Componentes curriculares
CO_AREA_COMPL_PEDAGOGICA_3;Formação/complementação pedagógica - Área de conhecimento/Componentes curriculares;Ver Anexo 8 - Área de conhecimento/Componentes curriculares
IN_ESPECIALIZACAO;Pós-Graduação concluída - Especialização;"0 - Não
1 - Sim
    - Não aplicável para docentes sem curso superior concluído"
IN_MESTRADO;Pós-Graduação concluída - Mestrado;"0 - Não
1 - Sim
    - Não aplicável para docentes sem curso superior concluído"
IN_DOUTORADO;Pós-Graduação concluída - Doutorado;"0 - Não
1 - Sim
    - Não aplicável para docentes sem curso superior concluído"
IN_POS_NENHUM;Pós-Graduação concluída - Não tem pós-graduação concluída;"0 - Não
1 - Sim
    - Não aplicável para docentes sem curso superior concluído"
IN_ESPECIFICO_CRECHE;Outros cursos - Formação Continuada com no mínimo 80 horas - Específico para creche (0 a 3 anos);"0 - Não
1 - Sim"
IN_ESPECIFICO_PRE_ESCOLA;Outros cursos - Formação Continuada com no mínimo 80 horas - Específico para pré-escola (4 e 5 anos);"0 - Não
1 - Sim"
IN_ESPECIFICO_ANOS_INICIAIS;Outros cursos - Formação Continuada com no mínimo 80 horas - Específico para anos iniciais do ensino fundamental;"0 - Não
1 - Sim"
IN_ESPECIFICO_ANOS_FINAIS;Outros cursos - Formação Continuada com no mínimo 80 horas - Específico para anos finais do ensino fundamental;"0 - Não
1 - Sim"
IN_ESPECIFICO_ENS_MEDIO;Outros cursos - Formação Continuada com no mínimo 80 horas - Específico para ensino médio;"0 - Não
1 - Sim"
IN_ESPECIFICO_EJA;Outros cursos - Formação Continuada com no mínimo 80 horas - Específico para educação de jovens e adultos;"0 - Não
1 - Sim"
IN_ESPECIFICO_ED_ESPECIAL;Outros cursos - Formação Continuada com no mínimo 80 horas - Específico para educação especial;"0 - Não
1 - Sim"
IN_ESPECIFICO_ED_INDIGENA;Outros cursos - Formação Continuada com no mínimo 80 horas - Específico para educação indígena;"0 - Não
1 - Sim"
IN_ESPECIFICO_CAMPO;Outros cursos - Formação Continuada com no mínimo 80 horas - Educação do Campo;"0 - Não
1 - Sim"
IN_ESPECIFICO_AMBIENTAL;Outros cursos - Formação Continuada com no mínimo 80 horas - Educação Ambiental;"0 - Não
1 - Sim"
IN_ESPECIFICO_DIR_HUMANOS;Outros cursos - Formação Continuada com no mínimo 80 horas - Educação em direitos humanos;"0 - Não
1 - Sim"
IN_ESPECIFICO_DIV_SEXUAL;Outros cursos - Formação Continuada com no mínimo 80 horas - Gênero e Diversidade Sexual;"0 - Não
1 - Sim"
IN_ESPECIFICO_DIR_ADOLESC;Outros cursos - Formação Continuada com no mínimo 80 horas - Direitos de criança e adolescente;"0 - Não
1 - Sim"
IN_ESPECIFICO_AFRO;Outros cursos - Formação Continuada com no mínimo 80 horas - Educação para as relações etnorracias e história e cultura afro-brasileira e africana;"0 - Não
1 - Sim"
IN_ESPECIFICO_GESTAO;Outros cursos - Formação Continuada com no mínimo 80 horas - Gestão escolar;"0 - Não
1 - Sim"
IN_ESPECIFICO_OUTROS;Outros cursos - Formação Continuada com no mínimo 80 horas - Outros;"0 - Não
1 - Sim"
IN_ESPECIFICO_NENHUM;Outros cursos - Formação Continuada com no mínimo 80 horas - Nenhum;"0 - Não
1 - Sim"
ID_TURMA;Código único da Turma;NA
TP_TIPO_DOCENTE;Função que exerce na escola;"1 - Docente
2 - Auxiliar/Assistente Educacional
3 - Profissional/Monitor de atividade complementar
4 - Tradutor Intérprete de Libras
5 - Docente Titular - coordenador de tutoria (de módulo ou disciplina) - EAD
6 - Docente Tutor - Auxiliar (de módulo ou disciplina) - EAD
7 - Guia intérprete
8 - Profissional de apoio escolar para alunos com deficiência (Lei 13.146/2015)"
TP_TIPO_CONTRATACAO;Situação Funcional/Regime de contratação/Tipo de Vínculo (Apenas para Profissional Escolar de escola pública);"1 - Concursado/efetivo/estável
2 - Contrato temporário
3 - Contrato terceirizado
4 - Contrato CLT
   - Não aplicável para não docentes e escolas privadas"
IN_DISC_LINGUA_PORTUGUESA;Áreas do conhecimento/Componentes curriculares - Língua/ Literatura Portuguesa;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_EDUCACAO_FISICA;Áreas do conhecimento/Componentes curriculares - Educação Física;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_ARTES;Áreas do conhecimento/Componentes curriculares - Artes (Educação Artística, Teatro, Dança, Música, Artes Plásticas e outras);"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_LINGUA_INGLES;Áreas do conhecimento/Componentes curriculares - Língua/ Literatura estrangeira - Inglês;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_LINGUA_ESPANHOL;Áreas do conhecimento/Componentes curriculares - Língua/ Literatura estrangeira - Espanhol;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_LINGUA_FRANCES;Áreas do conhecimento/Componentes curriculares - Língua/ Literatura estrangeira - Francês;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_LINGUA_OUTRA;Áreas do conhecimento/Componentes curriculares - Língua/ Literatura estrangeira - Outra;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_LIBRAS;Áreas do conhecimento/Componentes curriculares - Libras;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_LINGUA_INDIGENA;Áreas do conhecimento/Componentes curriculares - Língua Indígena;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_PORT_SEGUNDA_LINGUA;Áreas do conhecimento/Componentes curriculares - Língua Portuguesa como segunda língua;"0 - Não
1 - Sim"
IN_DISC_MATEMATICA;Áreas do conhecimento/Componentes curriculares - Matemática;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_CIENCIAS;Áreas do conhecimento/Componentes curriculares - Ciências;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,25,26,27,28,29,30,31,32,33,34,39,40,64,65,67,68 e 71"
IN_DISC_FISICA;Áreas do conhecimento/Componentes curriculares - Física;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,4,5,6,7,14,15,16,17,18,39,40,64,65,68,69 e 73"
IN_DISC_QUIMICA;Áreas do conhecimento/Componentes curriculares - Química;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,4,5,6,7,14,15,16,17,18,39,40,64,65,68,69 e 73"
IN_DISC_BIOLOGIA;Áreas do conhecimento/Componentes curriculares - Biologia;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,4,5,6,7,14,15,16,17,18,39,40,64,65,68,69 e 73"
IN_DISC_HISTORIA;Áreas do conhecimento/Componentes curriculares - História;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_GEOGRAFIA;Áreas do conhecimento/Componentes curriculares - Geografia;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_SOCIOLOGIA;Áreas do conhecimento/Componentes curriculares - Sociologia;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,4,5,6,7,14,15,16,17,18,39,40,64,65,68,69 e 73"
IN_DISC_FILOSOFIA;Áreas do conhecimento/Componentes curriculares - Filosofia;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_ESTUDOS_SOCIAIS;Áreas do conhecimento/Componentes curriculares - Estudos Sociais;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,8,9,10,11,19,20,21,41,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,64,65,67,68,70 e 71"
IN_DISC_EST_SOCIAIS_SOCIOLOGIA;Áreas do conhecimento/Componentes curriculares - Estudos Sociais ou Sociologia;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_INFORMATICA_COMPUTACAO;Áreas do conhecimento/Componentes curriculares - Informática / Computação;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_ENSINO_RELIGIOSO;Áreas do conhecimento/Componentes curriculares - Ensino Religioso;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_PROFISSIONALIZANTE;Áreas do conhecimento/Componentes curriculares - Disciplinas dos cursos técnicos profissionais;"0 - Não
1 - Sim
    - Não aplicável (disciplina disponivel apenas para as etapas: 30,31,32,33,39,40,64 e 68)"
IN_DISC_ESTAGIO_SUPERVISIONADO;Áreas do conhecimento/Componentes curriculares - Estágio curricular supervisionado;"0 - Não
1 - Sim"
IN_DISC_PEDAGOGICAS;Áreas do conhecimento/Componentes curriculares - Disciplinas pedagógicas;"0 - Não
1 - Sim
    - Não aplicável (disciplina disponivel apenas para as etapas: 35,36,37 e 38)"
IN_DISC_OUTRAS;Áreas do conhecimento/Componentes curriculares - Outras disciplinas;"0 - Não
1 - Sim
    - Não aplicável para as seguintes etapas de ensino: 1,2,3,39,40,64,65 e 68"
IN_DISC_ATENDIMENTO_ESPECIAIS;Áreas do conhecimento/Componentes curriculares -Disciplinas voltadas ao atendimento às necessidades educacionais específicas dos alunos que são público alvo da educação especial a às práticas educacionais inclusivas;"0 - Não
1 - Sim"
IN_DISC_DIVER_SOCIO_CULTURAL;Áreas do conhecimento/Componentes curriculares - Disciplinas voltadas à diversidade sociocultural (disciplinas pedagógicas);"0 - Não
1 - Sim"
TP_TIPO_TURMA;Tipo de atendimento;"0 - Não se aplica
1 - Classe hospitalar
2 - Unidade de atendimento socioeducativo
3 - Unidade prisional
4 - Atividade complementar
5 - Atendimento Educacional Especializado (AEE)"
TP_TIPO_ATENDIMENTO_TURMA;Tipo de atendimento;"1 - Exclusivo Escolarização
2 - Atividade complementar e escolarização
3 - Atividade complementar
4 - Atendimento Educacional Especializado (AEE)"
TP_TIPO_LOCAL_TURMA;Local de funcionamento diferenciado da turma;"0 - A turma não está em local de funcionamento diferenciado
1 - Sala anexa
2 - Unidade de atendimento socioeducativo
3 - Unidade prisional"
TP_MEDIACAO_DIDATICO_PEDAGO;Tipo de mediação didático-pedagógica;"1 - Presencial
2 - Semipresencial
3 - Educação a Distância: EAD"
TP_ETAPA_ENSINO;Etapa de ensino da turma;"1 - Educação Infantil – Creche
2 - Educação Infantil - Pré-escola
3 - Educação Infantil - Unificada
56 - Educação Infantil e Ensino Fundamental (9 anos) Multietapa
4 - Ensino Fundamental de 8 anos - 1ª Série
5 - Ensino Fundamental de 8 anos - 2ª Série
6 - Ensino Fundamental de 8 anos - 3ª Série
7 - Ensino Fundamental de 8 anos - 4ª Série
8 - Ensino Fundamental de 8 anos - 5ª Série
9 - Ensino Fundamental de 8 anos - 6ª Série
10 - Ensino Fundamental de 8 anos - 7ª Série
11 - Ensino Fundamental de 8 anos - 8ª Série
12 - Ensino Fundamental de 8 anos - Multi
13 - Ensino Fundamental de 8 anos - Correção de Fluxo
14 - Ensino Fundamental de 9 anos - 1º Ano
15 - Ensino Fundamental de 9 anos - 2º Ano
16 - Ensino Fundamental de 9 anos - 3º Ano
17 - Ensino Fundamental de 9 anos - 4º Ano
18 - Ensino Fundamental de 9 anos - 5º Ano
19 - Ensino Fundamental de 9 anos - 6º Ano
20 - Ensino Fundamental de 9 anos - 7º Ano
21 - Ensino Fundamental de 9 anos - 8º Ano
41 - Ensino Fundamental de 9 anos - 9º Ano
22 - Ensino Fundamental de 9 anos - Multi
23 - Ensino Fundamental de 9 anos - Correção de Fluxo
24 - Ensino Fundamental de 8 e 9 anos - Multi 8 e 9 anos
25 - Ensino Médio - 1º ano/1ª Série
26 - Ensino Médio - 2º ano/2ª Série
27 - Ensino Médio - 3ºano/3ª Série
28 - Ensino Médio - 4º ano/4ª Série
29 - Ensino Médio - Não Seriada
30 - Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série
31 - Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série
32 - Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série
33 - Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série
34 - Curso Técnico Integrado (Ensino Médio Integrado) Não Seriada
35 - Ensino Médio - Modalidade Normal/Magistério 1ª Série
36 - Ensino Médio - Modalidade Normal/Magistério 2ª Série
37 - Ensino Médio - Modalidade Normal/Magistério 3ª Série
38 - Ensino Médio - Modalidade Normal/Magistério 4ª Série
39 - Curso Técnico - Concomitante
40 - Curso Técnico - Subsequente
64 - Curso Técnico Misto (Concomitante e Subsequente)
65 - EJA - Ensino Fundamental - Projovem Urbano
67 - Curso FIC integrado na modalidade EJA - Nível Médio
68 - Curso FIC Concomitante 
69 - EJA - Ensino Fundamental - Anos Iniciais
70 - EJA - Ensino Fundamental - Anos Finais
71 - EJA - Ensino Médio
72 - EJA - Ensino Fundamental - Anos Iniciais e Anos Finais
73 - Curso FIC integrado na modalidade EJA - Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental) 
74 - Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio)
- Não aplicável para turmas exclusivas de atendimento educacional especializado (AEE) e exclusivas de atividade complementar"
CO_CURSO_EDUC_PROFISSIONAL;Curso da Educação Profissional Técnica (Apenas etapas: 30,31,32,33,34,74,39,40 e 64;"Ver Anexo 2 - Cursos da Educação Profissional Técnica
      - Não aplicável para turmas que não são de educação profissional"
IN_ESPECIAL_EXCLUSIVA;Profissional Escolar de turma exclusiva de alunos com deficiência, transtorno global do desenvolvimento ou altas habilidades/superdotação (Classes Especiais);"0 - Não
1 - Sim"
IN_REGULAR;Modo, maneira ou metodologia de ensino correspondente às turmas com etapas de escolarização consecutivas, Creche ao Ensino Médio. Etapas consideradas (nas antigas modalidades 1 ou 2): TP_ETAPA_ENSINO igual a 1,2,3,56,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,41,25,26,27,28,29,30,31, 32,33,34,35,36,37 ou 38.;"0 - Não
1 - Sim"
IN_EJA;Modo, maneira ou metodologia de ensino correspondente às turmas destinadas a pessoas que não cursaram o ensino fundamental e/ou médio em idade própria. Etapas consideradas (nas antigas modalidades 2 ou 3): TP_ETAPA_ENSINO igual a 65,67,69,70,71,72,73 ou 74.;"0 - Não
1 - Sim"
IN_PROFISSIONALIZANTE;"Modo profissionalizante de ensino correspondente às turmas de cursos de formação inicial e continuada ou de qualificação profissional (Cursos FIC) articulados à EJA ou concomitantes; ou de cursos técnicos de nível médio nas formas articulada (integrada ou concomitante) ou subsequente ao ensino médio e de normal/magistério. Etapas consideradas (nas antigas modalidades 1, 2 ou 3): TP_ETAPA_ENSINO igual a 30,31,32,33,34, 35,36,37,38,39,40,64,65,67,68,73 ou 74.";"0 - Não
1 - Sim"
CO_ENTIDADE;Código da Escola;NA
CO_REGIAO;Código da região geográfica;NA
CO_MESORREGIAO;Código da mesorregião;NA
CO_MICRORREGIAO;Código da microrregião;NA
CO_UF;Código da UF da escola;NA
CO_MUNICIPIO;Código do Município da escola;NA
CO_DISTRITO;Código completo do Distrito da escola;NA
TP_DEPENDENCIA;Dependência Administrativa (Escola);"1 - Federal
2 - Estadual
3 - Municipal
4 - Privada"
TP_LOCALIZACAO;Localização (Escola);"1 - Urbana
2 - Rural"
TP_CATEGORIA_ESCOLA_PRIVADA;Categoria da escola privada;"1 - Particular
2 - Comunitária
3 - Confessional
4 - Filantrópica
   - Não aplicável para escolas públicas"
IN_CONVENIADA_PP;Conveniada com o poder público (Escola);"0 - Não tem convênio
1 - Sim
   - Não aplicável para escolas públicas"
TP_CONVENIO_PODER_PUBLICO;Dependência do convênio com o poder público;"1 - Municipal
2 - Estadual
3 - Estadual e Municipal
   - Não aplicável para escolas públicas ou sem convênio"
IN_MANT_ESCOLA_PRIVADA_EMP;Mantenedora da escola privada - Empresa ou grupo empresarial do setor privado ou pessoa física;"0 - Não
1 - Sim
   - Não aplicável para escolas públicas"
IN_MANT_ESCOLA_PRIVADA_ONG;Mantenedora da escola privada - Organização não governamental (ONG) - internacional ou nacional.;"0 - Não
1 - Sim
   - Não aplicável para escolas públicas"
IN_MANT_ESCOLA_PRIVADA_OSCIP;Mantenedora da escola privada - Organização da Sociedade Civil de Interesse Público (Oscip);"0 - Não
1 - Sim
   - Não aplicável para escolas públicas"
IN_MANT_ESCOLA_PRIV_ONG_OSCIP;"Mantenedora da escola privada - Organização não governamental (ONG) - internacional ou nacional.
Organização da Sociedade Civil de Interesse Público (Oscip)";"0 - Não
1 - Sim
   - Não aplicável para escolas públicas"
IN_MANT_ESCOLA_PRIVADA_SIND;Mantenedora da escola privada - Sindicatos de trabalhadores ou patronais, associações e cooperativas;"0 - Não
1 - Sim
   - Não aplicável para escolas públicas"
IN_MANT_ESCOLA_PRIVADA_SIST_S;Mantenedora da escola privada - Sistema S (Sesi, Senai, Sesc, Outros);"0 - Não
1 - Sim
   - Não aplicável para escolas públicas"
IN_MANT_ESCOLA_PRIVADA_S_FINS;Mantenedora da escola privada - Instituições sem fins lucrativos;"0 - Não
1 - Sim
   - Não aplicável para escolas públicas"
TP_REGULAMENTACAO;Regulamentação/Autorização no conselho ou órgão municipal, estadual ou federal de educação;"0 - Não
1 - Sim
2 - Em tramitação
- Não dispõe da informação"
TP_LOCALIZACAO_DIFERENCIADA;Localização diferenciada da escola;"0 - A escola não está em área de localização diferenciada
1 - Área de assentamento
2 - Terra indígena
3 - Área onde se localiza comunidade remanescente de quilombos"
IN_EDUCACAO_INDIGENA;Educação Escolar Indígena;"0 - Não
1 - Sim"
